datetime,location_name,visitor_outflow,pop_outflow,visitor_inflow,pop_inflow,negative,positive,totalTestResults,allbed_mean,ICUbed_mean,InvVen_mean,admis_mean,newICU_mean,mobility_composite,total_tests,total_pop,daily_death
2020/4/2,Alabama,911906,9566649,904113,9582535,7503,1233,8736,224.9462907,81.87626816,57.29659092,15.31269688,7.590339169,-35.20761889,11.79155088,4977688.275,6
2020/4/3,Alabama,974948,10292520,969556,10335855,8187,1432,9619,246.3998252,89.34993614,62.43273796,16.17804185,8.042431933,-35.66728933,13.00506486,4977688.275,3
2020/4/4,Alabama,854480,9205708,852529,9277032,9273,1580,10853,266.7545988,96.41343047,67.26119696,16.91643835,8.43286153,-36.0446662,14.23012498,4977688.275,8
2020/4/5,Alabama,699333,7848208,696765,7892404,11282,1796,13078,273.2669126,97.88463479,68.17418692,17.52716843,8.760063378,-36.33480918,15.44711177,4977688.275,2
2020/4/6,Alabama,815949,9098459,809844,9118196,12797,1968,14765,287.3228661,101.7839737,70.76887523,18.01771089,9.026577092,-36.53207826,16.64394474,4977688.275,5
2020/4/7,Alabama,800970,8880744,795176,8907915,12797,2119,14916,303.1758164,106.1214032,73.74412864,18.40189925,9.238272339,-36.63187702,17.81221356,4977688.275,6
2020/4/8,Alabama,822245,9090832,816514,9116636,16753,2369,19122,318.9609473,108.4922154,75.31441366,18.69800688,9.40346702,-36.63125344,18.94105187,4977688.275,10
2020/4/9,Alabama,860851,9424386,857062,9481502,18058,2769,20827,319.7577691,106.5045098,73.99443056,18.92737714,9.532282866,-36.52934772,20.01129423,4977688.275,8
2020/4/10,Alabama,904245,10085256,900495,10150378,18058,2968,21026,330.7061909,108.8160953,75.54860185,19.1130029,9.63590611,-36.3277748,20.99327216,4977688.275,6
2020/4/11,Alabama,853779,9551467,852255,9633466,18058,3191,21249,341.2052889,110.5351965,76.71482542,19.27814483,9.725862323,-36.03115963,21.85137624,4977688.275,11
2020/4/12,Alabama,639450,7014224,637206,7066536,18058,3525,21583,353.8786719,111.6637605,77.25812149,19.44484036,9.813267928,-35.64732488,22.55592378,4977688.275,2
2020/4/13,Alabama,818794,9350819,813162,9382113,25448,3734,29182,358.6802759,110.5935989,75.97171299,19.6320989,9.907935792,-35.18701567,23.09852584,4977688.275,6
2020/4/14,Alabama,791805,9851753,785680,9879279,29241,3876,33117,360.1410103,109.4295989,74.87829671,19.8550245,10.01790667,-34.66370068,23.5044728,4977688.275,11
2020/4/15,Alabama,822743,10226776,816450,10255253,29964,4113,34077,361.9634168,108.0908302,73.50957972,20.1244905,10.14922766,-34.09093378,23.83665292,4977688.275,11
2020/4/16,Alabama,828653,10358494,822084,10387154,32046,4345,36391,372.8134895,110.0918041,74.27222441,20.44630601,10.30548296,-33.47991132,24.18953911,4977688.275,12
2020/4/17,Alabama,885604,10961936,880243,11017178,33318,4530,37848,374.6990831,109.625144,73.48523481,20.82247433,10.4883263,-32.83804526,24.67495631,4977688.275,11
2020/4/18,Alabama,819587,10063420,817015,10154102,37883,4655,42538,377.1996886,109.0067026,72.6942076,21.25196177,10.69781643,-32.16879257,25.40291002,4977688.275,2
2020/4/19,Alabama,646538,7495192,643883,7570777,40875,4837,45712,381.7781156,108.8816078,72.05430236,21.73151207,10.93274871,-31.47192621,26.46052834,4977688.275,8
2020/4/20,Alabama,841848,9943744,835319,9969055,40875,5025,45900,388.1480997,109.5054917,72.6334337,22.25619032,11.19096521,-30.74416813,27.89225213,4977688.275,13
2020/4/21,Alabama,876024,9906528,868970,9941989,43295,5231,48526,397.2005847,111.2893066,74.05441365,22.81950059,11.46944605,-29.98075025,29.68430458,4977688.275,10
2020/4/22,Alabama,880227,10007540,873248,10041883,43295,5465,48760,395.844053,110.5141336,73.03621377,23.41326647,11.76429459,-29.17515415,31.75759202,4977688.275,17
2020/4/23,Alabama,818634,9126568,810845,9150608,46863,5778,52641,399.5148156,111.4431982,72.77146165,24.02746565,12.0706884,-28.32075262,33.97327412,4977688.275,3
2020/4/24,Alabama,938722,10893451,931477,10935059,46863,5832,52695,403.6441844,111.9336644,72.51425316,24.65014636,12.38284677,-27.41346033,36.15405543,4977688.275,0
2020/4/25,Alabama,850147,9640603,845913,9737417,65207,6137,71344,420.2153069,116.4829783,74.93431979,25.26783461,12.69421109,-26.45371081,38.1194217,4977688.275,15
2020/4/26,Alabama,755878,9110765,751733,9170791,67281,6270,73551,427.942404,118.3885244,76.24390036,25.86623667,12.99775782,-25.44623754,39.72678437,4977688.275,4
2020/4/27,Alabama,852676,10067519,844277,10085008,67498,6499,73997,438.449152,120.5125567,77.35798056,26.430705,13.28620743,-24.39989035,40.90387126,4977688.275,6
2020/4/28,Alabama,865972,10259361,859439,10306240,69140,6687,75827,447.8146577,121.8598619,78.38313397,26.94727709,13.55251913,-23.32811064,41.6578463,4977688.275,20
2020/4/29,Alabama,820342,9711353,813644,9752424,73607,6842,80449,459.7716132,124.4601326,80.33843452,27.40350264,13.79030336,-22.24813217,42.05629138,4977688.275,3
2020/4/30,Alabama,897753,10799738,890220,10839922,80177,7019,87196,467.1239085,126.0934819,82.0888861,27.78818571,13.99372663,-21.18009023,42.19104276,4977688.275,24
2020/5/1,Alabama,1059133,11728302,1054593,11811603,84775,7158,91933,480.5451183,128.8402934,84.22455675,28.09120525,14.15748029,-20.14594967,42.14422743,4977688.275,10
2020/5/2,Alabama,975931,11082826,972970,11196928,84775,7434,92209,479.79906,127.7633179,84.33600618,28.30391938,14.27700569,-19.16724018,41.97123111,4977688.275,9
2020/5/3,Alabama,824647,10023629,823344,10133009,84775,7725,92500,478.2551753,125.9208115,83.40343625,28.42006142,14.34889123,-18.26259184,41.70245455,4977688.275,2
2020/5/4,Alabama,949738,10762069,942404,10793491,95092,8025,103117,481.7021172,126.1433331,84.05731225,28.43626042,14.37110149,-17.44515022,41.35586331,4977688.275,6
2020/5/5,Alabama,955944,10684592,948446,10721951,98481,8285,106766,479.9224388,124.9910622,83.25807577,28.35242726,14.3431735,-16.72151764,40.95011699,4977688.275,17
2020/5/6,Alabama,973046,10640516,964929,10685849,100935,8581,109516,482.7970464,125.329047,83.4660258,28.17185798,14.26630772,-16.09204416,40.51206004,4977688.275,27
2020/5/7,Alabama,993754,11186639,987157,11254845,106275,8898,115173,482.4076374,124.683597,83.41189024,27.90068848,14.14314425,-15.55268312,40.07740566,4977688.275,9
2020/5/8,Alabama,994743,11212006,987570,11296889,110893,9221,120114,474.1710638,123.1122329,82.76590728,27.54816677,13.97790611,-15.09670501,39.68628149,4977688.275,26
2020/5/9,Alabama,1014378,11729399,1007857,11824396,115927,9567,125494,475.0619757,123.0702361,82.56007981,27.1267817,13.77646315,-14.71644629,39.37599527,4977688.275,13
2020/5/10,Alabama,891257,10552971,888191,10661681,117644,9777,127421,480.2729529,124.0759092,82.91271031,26.65144334,13.54593076,-14.40369772,39.17344907,4977688.275,5
2020/5/11,Alabama,953028,10420817,949513,10551604,119435,10009,129444,481.1047123,124.596788,82.30316016,26.13812734,13.29406346,-14.14759348,39.09002796,4977688.275,8
2020/5/12,Alabama,976255,11089108,972385,11193186,122908,10310,133218,486.1897809,126.4114782,83.39122068,25.60298134,13.02885274,-13.93602626,39.12137152,4977688.275,28
2020/5/13,Alabama,987454,11351460,983730,11461765,125755,10617,133218,488.7864733,128.5980712,84.53866928,25.06160559,12.75815817,-13.75714279,39.25261921,4977688.275,20
2020/5/14,Alabama,992455,11670383,990275,11797792,131017,10968,136372,494.2520331,130.6965497,85.72464267,24.52834568,12.48931787,-13.59967529,39.46676053,4977688.275,18
2020/5/15,Alabama,1057492,12305084,1057429,12488430,134847,11216,146063,505.1806499,133.5939542,87.07357842,24.01601919,12.22897989,-13.45378763,39.75183626,4977688.275,9
2020/5/16,Alabama,1004164,11826862,1005892,12044780,141971,11523,153494,499.2084252,131.4273626,85.12746369,23.53604238,11.98312496,-13.31325224,40.10338056,4977688.275,9
2020/5/17,Alabama,898025,9815022,902872,10051410,144579,11771,156350,503.6110638,133.3302485,84.96764607,23.09815695,11.75690706,-13.17625675,40.52165106,4977688.275,3
2020/5/18,Alabama,1001785,10972360,1003131,11146318,145037,12086,157123,511.9500855,136.2162299,86.93984788,22.71027577,11.55456954,-13.04424652,41.00645329,4977688.275,1
2020/5/19,Alabama,1019337,11562057,1018141,11698757,145190,12376,157566,522.0211896,139.0795464,88.74331862,22.37782987,11.37915277,-12.92142608,41.55344949,4977688.275,15
2020/5/20,Alabama,1051274,11501107,1052828,11693719,151706,12744,164450,520.1423772,139.0461954,88.27177108,22.10366668,11.23243433,-12.81271475,42.15417973,4977688.275,13
2020/5/21,Alabama,1087912,12053380,1089405,12245320,157620,13119,170739,516.4794856,139.4761033,87.84844229,21.88868715,11.11521269,-12.72047289,42.79914317,4977688.275,12
2020/5/22,Alabama,1149199,12220751,1152754,12492326,164205,13563,177768,503.4071538,136.8138218,84.44418503,21.73186031,11.02728192,-12.64177804,43.48133484,4977688.275,8
2020/5/23,Alabama,1047813,11528119,1051397,11823736,168738,13938,182676,514.134097,139.0948215,85.9157156,21.62992052,10.96728839,-12.56782481,44.19776349,4977688.275,9
2020/5/24,Alabama,943330,10487670,942500,10700138,171472,14327,185799,519.854658,141.9159394,85.97618851,21.57773734,10.93293094,-12.48509054,44.94835122,4977688.275,5
2020/5/25,Alabama,923357,10189752,927890,10437110,175585,14730,190315,513.3834254,141.1138758,84.25055911,21.5690923,10.92131664,-12.37633502,45.73364921,4977688.275,11
2020/5/26,Alabama,1003958,10967846,1001502,11117899,178363,15396,193759,512.2993565,141.4130148,84.45194115,21.5970743,10.9291268,-12.22589942,46.55354829,4977688.275,13
2020/5/27,Alabama,1003474,11217310,1000988,11370094,179951,15843,195794,525.9001316,145.601965,87.23070001,21.65447205,10.95281436,-12.02629753,47.40815255,4977688.275,6
2020/5/28,Alabama,1071136,11799435,1067655,11953807,184171,16310,200481,539.6693018,148.9590616,89.46253319,21.73384778,10.98867559,-11.77985823,48.30007857,4977688.275,9
2020/5/29,Alabama,1159432,12755121,1157305,12944360,192060,16823,208883,561.8781734,154.8269136,92.41085178,21.8276097,11.03290253,-11.49763809,49.23602609,4977688.275,15
2020/5/30,Alabama,1085293,11986591,1088342,12269923,194842,17359,212201,567.1205972,156.5817057,92.19618756,21.92822075,11.08169755,-11.1959795,50.22557623,4977688.275,13
2020/5/31,Alabama,971850,10811252,971624,11000286,199650,17903,221307,567.7277206,156.7677227,91.99621673,22.02873341,11.13152142,-10.89160482,51.27656612,4977688.275,13
2020/6/1,Alabama,1063272,11401208,1059765,11546745,205160,18363,223235,578.7263663,159.7803341,92.59289041,22.12313589,11.17925517,-10.59730369,52.38800703,4977688.275,15
2020/6/2,Alabama,1049977,11524135,1047216,11684176,205160,18642,223802,577.8516477,159.6850363,91.40558438,22.20667792,11.22235911,-10.32063322,53.54225409,4977688.275,5
2020/6/3,Alabama,1070401,11764143,1068536,11932464,212743,18851,231297,567.864107,156.6831961,89.15534491,22.27659826,11.2592316,-10.06454086,54.69849627,4977688.275,2
2020/6/4,Alabama,1092741,11847724,1089367,12014618,216227,19072,235299,566.6904093,156.959329,88.0458447,22.33242689,11.28936406,-9.827619104,55.79029441,4977688.275,0
2020/6/5,Alabama,1148933,12379586,1144882,12570584,220086,19387,239159,566.4726432,156.6127931,87.33663422,22.37540838,11.31309329,-9.60412605,56.73105347,4977688.275,23
2020/6/6,Alabama,1080936,11901788,1086261,12224728,225601,20043,245310,569.5187853,156.8395428,86.5582353,22.40783315,11.33133135,-9.386397136,57.43033035,4977688.275,13
2020/6/7,Alabama,940592,10203917,938576,10391984,239066,20500,259232,574.3154995,157.7113041,85.96778002,22.43299531,11.34556107,-9.166528935,57.81940478,4977688.275,3
2020/6/8,Alabama,1043272,11125637,1040676,11283523,239066,20925,259232,580.4702558,159.4047746,86.01606164,22.45469006,11.35757808,-8.936173678,57.87768005,4977688.275,26
2020/6/9,Alabama,1056578,11188201,1049885,11307524,246317,21422,267388,586.3103125,160.4298157,86.48951172,22.47686288,11.36929782,-8.690365612,57.64866722,4977688.275,11
2020/6/10,Alabama,1081332,11783033,1077310,11921794,251068,21989,272694,601.0786799,165.1811572,88.81842424,22.50354199,11.3827226,-8.430586336,57.23819453,4977688.275,15
2020/6/11,Alabama,1118747,12300706,1116452,12475929,255981,22845,278455,610.2204104,168.4518639,90.99799302,22.53886877,11.39993091,-8.164617331,56.79600733,4977688.275,11
2020/6/12,Alabama,1158203,12818551,1155091,13040264,262675,23710,286008,616.965595,170.8849343,91.7416436,22.58713821,11.42307883,-7.904057222,56.48728332,4977688.275,14
2020/6/13,Alabama,1129631,12263566,1134180,12609202,268651,24601,292872,624.2955586,173.2962797,91.21305878,22.65295111,11.45446627,-7.662009161,56.4617049,4977688.275,4
2020/6/14,Alabama,988971,11070733,988959,11301469,271840,25615,297075,629.7909426,175.7704566,93.01502218,22.74144847,11.49664558,-7.450750915,56.82600164,4977688.275,0
2020/6/15,Alabama,1045473,11926500,1045887,12134250,276402,26272,302294,632.495433,176.3092762,94.45101564,22.85769985,11.55214397,-7.277907267,57.62547756,4977688.275,1
2020/6/16,Alabama,1035115,12191689,1032421,12361684,278512,26912,305036,635.9966715,176.8594214,95.56481279,23.00652706,11.62339035,-7.146913905,58.83890306,4977688.275,11
2020/6/17,Alabama,1087986,12370461,1083654,12525101,283411,27312,310325,647.2454389,179.2557375,97.58566666,23.19269448,11.71281376,-7.059871104,60.38893919,4977688.275,5
2020/6/18,Alabama,1088523,12650350,1084645,12827922,294328,28206,322124,654.613251,179.1351375,99.04991888,23.42087502,11.82279796,-7.018414461,62.16505099,4977688.275,20
2020/6/19,Alabama,1128849,13166514,1131680,13492716,302323,29002,330906,657.5483472,180.0173485,99.79949978,23.69558248,11.95564183,-7.023089969,64.05131004,4977688.275,12
2020/6/20,Alabama,1090258,12616397,1109787,13208557,309974,29549,339100,657.0468066,179.6302267,100.2151695,24.02147451,12.11370726,-7.072420136,65.94958972,4977688.275,16
2020/6/21,Alabama,937311,11234072,946224,11601353,314657,30021,344255,656.141126,179.3816417,99.85332403,24.4034941,12.29948204,-7.161252811,67.79204377,4977688.275,1
2020/6/22,Alabama,1026479,11384964,1024876,11584707,318656,30454,348687,659.5142868,182.0311963,101.557915,24.84698718,12.51563042,-7.278491321,69.54157005,4977688.275,2
2020/6/23,Alabama,1028468,11656399,1024504,11815389,322941,31097,353611,661.8866558,182.2983419,102.8918317,25.35766783,12.76499195,-7.41087255,71.18276583,4977688.275,23
2020/6/24,Alabama,1041601,11798254,1038975,11986589,326695,32064,358319,664.1874746,182.7274677,102.540502,25.94149873,13.05053375,-7.548447733,72.707382,4977688.275,27
2020/6/25,Alabama,1078441,12200785,1076066,12411366,336252,33206,369005,667.7552636,183.7878321,102.7122944,26.60430761,13.37518096,-7.687141906,74.09990911,4977688.275,5
2020/6/26,Alabama,1132998,12596815,1132469,12878260,344140,34183,377857,676.3463437,184.5895147,101.2912812,27.35068321,13.74131033,-7.828604268,75.33006274,4977688.275,11
2020/6/27,Alabama,1044680,11908721,1058716,12413826,348943,35083,384026,688.8835263,185.7879783,99.67427046,28.18273086,14.15017557,-7.978564368,76.35746262,4977688.275,12
2020/6/28,Alabama,947604,10952208,951048,11269431,350839,35441,385803,705.7379355,188.4833393,100.9513917,29.10017832,14.60193699,-8.142539477,77.148433,4977688.275,0
2020/6/29,Alabama,1021782,11695701,1018710,11891491,356118,37175,392800,725.6780248,192.1747039,102.513171,30.10125056,15.09600739,-8.319206575,77.69822093,4977688.275,10
2020/6/30,Alabama,1046726,11825126,1040643,11977476,368607,38045,406143,749.6912828,198.0574194,104.4012233,31.18338693,15.63131914,-8.498903889,78.04903794,4977688.275,21
2020/7/1,Alabama,1040348,11872088,1034839,12046701,374991,38962,413433,774.062068,205.7447959,106.367885,32.34335021,16.20637917,-8.666382205,78.29646173,4977688.275,22
2020/7/2,Alabama,1077278,12822562,1075801,13093650,379617,40111,419221,813.5738236,216.7749595,110.9893033,33.57708097,16.81924513,-8.803312739,78.58178534,4977688.275,13
2020/7/3,Alabama,1092461,12651532,1095755,13021842,388766,41865,430128,854.9779459,228.8329625,116.4313018,34.87950887,17.46747419,-8.890508198,79.07123845,4977688.275,21
2020/7/4,Alabama,942680,10672700,952407,11122465,399226,42862,441585,896.6223245,240.3915196,123.359564,36.24436116,18.14804082,-8.911912618,79.92543642,4977688.275,1
2020/7/5,Alabama,909447,10357829,916868,10729646,405933,43953,449383,939.2215151,251.2708696,129.0857064,37.66394978,18.85723239,-8.861153185,81.26435708,4977688.275,0
2020/7/6,Alabama,1014854,11402129,1014894,11641810,410217,44878,454592,980.4727295,261.9915998,134.0459065,39.12889919,19.59051546,-8.743723947,83.13596803,4977688.275,0
2020/7/7,Alabama,1028248,11526510,1023439,11683235,415579,45785,460842,1032.741331,274.7627602,140.4316905,40.62813166,20.34251981,-8.57389378,85.49654934,4977688.275,26
2020/7/8,Alabama,1040922,11612171,1036062,11778911,421330,46962,467754,1076.984007,284.8533096,144.3558454,42.14904132,21.10710747,-8.372756399,88.20866328,4977688.275,25
2020/7/9,Alabama,1071899,11997547,1067213,12179062,421330,49174,467754,1114.449534,294.0764092,148.5190049,43.6777477,21.87747544,-8.165911122,91.05831067,4977688.275,10
2020/7/10,Alabama,1131263,12530479,1129705,12794898,441708,50508,491600,1157.971457,304.7289845,152.1073055,45.19864386,22.64594832,-7.979652581,93.79015033,4977688.275,36
2020/7/11,Alabama,1050172,11983888,1063951,12496495,450073,51947,501367,1197.977497,316.1012858,154.2299003,46.69452693,23.40404655,-7.83828547,96.15612024,4977688.275,10
2020/7/12,Alabama,896162,10339753,898544,10627751,457919,53587,510827,1229.323099,327.2088589,158.8123604,48.14630182,24.14236334,-7.760867281,97.96793013,4977688.275,7
2020/7/13,Alabama,1035252,11386903,1033361,11598073,464059,55545,518827,1266.778746,338.9489781,164.3827208,49.53289151,24.85050155,-7.756419952,99.13608328,4977688.275,3
2020/7/14,Alabama,1046709,11772329,1044125,11967456,471834,57255,528275,1299.851908,350.9303331,166.3102889,50.83156388,25.51722952,-7.825514532,99.67745949,4977688.275,40
2020/7/15,Alabama,1044758,11875556,1043472,12073806,481982,59067,540207,1355.863943,371.9282239,177.0729609,52.01839979,26.13068053,-7.963344694,99.68558255,4977688.275,47
2020/7/16,Alabama,1070088,11447442,1066312,11680954,490021,61088,550179,1409.997768,390.6683235,184.5676097,53.06881014,26.67858478,-8.161479505,99.27907121,4977688.275,19
2020/7/17,Alabama,1117437,12830864,1114371,13057735,500024,63091,562135,1443.921514,409.0862999,193.8607336,53.95802362,27.14850831,-8.409273118,98.55573225,4977688.275,35
2020/7/18,Alabama,1034390,12076210,1048112,12572788,509261,65234,573441,1471.446588,417.4888823,199.2783829,54.66188495,27.52824074,-8.695087597,97.57354047,4977688.275,21
2020/7/19,Alabama,918305,10732048,921362,11016698,518522,67011,584387,1492.737322,428.085518,204.563249,55.15834674,27.80650253,-9.005916816,96.36068006,4977688.275,1
2020/7/20,Alabama,1001524,11655349,998950,11839699,524897,68891,592608,1517.568642,432.9808978,206.0786795,55.43013928,27.97418914,-9.325303633,94.94097484,4977688.275,4
2020/7/21,Alabama,1023752,11453113,1018850,11606801,530023,70358,599098,1533.272994,436.2914315,208.9520237,55.46694775,28.02540534,-9.635664094,93.35714696,4977688.275,12
2020/7/22,Alabama,1064682,11780561,1061043,11955351,537675,71813,608088,1539.076009,436.2967554,205.4257477,55.26631329,27.95794989,-9.922558841,91.68113418,4977688.275,61
2020/7/23,Alabama,1076857,11976618,1078654,12225133,545315,74212,618011,1537.668363,437.139747,200.2385931,54.8356301,27.77435899,-10.17660252,90.01000091,4977688.275,33
2020/7/24,Alabama,1134411,12241072,1139178,12590133,552979,76005,627344,1523.756913,435.3488153,196.7606299,54.19259084,27.4822162,-10.39301186,88.45126486,4977688.275,41
2020/7/25,Alabama,1053880,11628740,1071360,12160514,563481,78130,639795,1530.564261,436.9506718,196.781626,53.3623557,27.09290241,-10.57077534,87.10313811,4977688.275,18
2020/7/26,Alabama,947464,10621346,951804,10904881,570392,79294,647743,1550.050728,442.493195,198.5406348,52.375141,26.62059115,-10.71073264,86.03589143,4977688.275,17
2020/7/27,Alabama,1029979,11359551,1024685,11507839,576844,81115,655973,1542.707062,440.8309738,195.4468478,51.26431249,26.0813988,-10.81255129,85.28191428,4977688.275,18
2020/7/28,Alabama,1061184,11418551,1054044,11512849,583033,82366,663342,1550.737164,440.5650365,195.0245635,50.06386617,25.49209465,-10.87577575,84.84059705,4977688.275,0
2020/7/29,Alabama,1093481,11494944,1087219,11603442,584493,83782,666065,1537.60982,437.0771386,194.6972334,48.80690716,24.86928785,-10.90276609,84.69815003,4977688.275,47
2020/7/30,Alabama,1117878,11795721,1112857,11937892,594346,85762,677841,1540.682569,427.2780552,192.0134189,47.52457748,24.22884405,-10.8999353,84.85311393,4977688.275,27
2020/7/31,Alabama,1162219,12592278,1160447,12821307,601744,87723,687022,1549.711569,426.2812316,189.8879625,46.2453816,23.58545402,-10.87715915,85.33257886,4977688.275,15
2020/8/1,Alabama,1108042,11953573,1119567,12352947,608022,89349,694802,1545.187252,420.2952641,186.8095082,44.9947839,22.95237538,-10.84672114,86.18782012,4977688.275,23
2020/8/2,Alabama,1007637,10236675,1010924,10491999,614626,91444,703437,1539.614364,417.5328605,183.4901415,43.79491069,22.34124393,-10.82053009,87.47046866,4977688.275,24
2020/8/3,Alabama,1091849,11601785,1090943,11765425,621390,92661,711317,1552.810327,422.2205855,181.6379289,42.6644009,21.76197248,-10.80572156,89.20287342,4977688.275,6
2020/8/4,Alabama,1105363,11832386,1104677,11995894,628599,93702,719489,1523.338613,411.007902,174.395056,41.61816318,21.22262014,-10.80436757,91.35962455,4977688.275,33
2020/8/5,Alabama,1115228,11835554,1114139,12003734,632806,94654,724582,1527.921702,412.8609199,173.6343538,40.66744143,20.72940773,-10.8157779,93.87009249,4977688.275,29
2020/8/6,Alabama,1128142,12000888,1128048,12181808,643192,96592,736594,1513.772755,405.290902,169.5104197,39.81975941,20.28668516,-10.83838417,96.6391931,4977688.275,19
2020/8/7,Alabama,1190534,12636859,1190149,12852008,651115,98301,745942,1514.139119,404.4948795,169.0700711,39.07881919,19.89687311,-10.87072502,99.5741157,4977688.275,21
2020/8/8,Alabama,1091468,11671132,1093684,11964073,651115,98387,745942,1503.489005,408.0694403,169.7728525,38.4452428,19.56080531,-10.91219103,102.6028467,4977688.275,0
2020/8/9,Alabama,957123,10695548,954035,10866098,661117,101334,758852,1475.664605,405.9591351,164.8917525,37.9171793,19.27800327,-10.96159543,105.6761458,4977688.275,33
2020/8/10,Alabama,1085747,11148606,1081463,11277011,677547,103020,776937,1436.343114,397.3818196,159.39619,37.49101999,19.04699829,-11.01400472,108.7518429,4977688.275,29
2020/8/11,Alabama,1089005,11371220,1085157,11489557,679838,103851,779764,1424.027127,390.9848112,155.1393788,37.16250448,18.8658733,-11.0619036,111.7650773,4977688.275,50
2020/8/12,Alabama,1078830,11697110,1076898,11845530,690985,104786,791786,1394.391952,381.9240999,152.6763969,36.92681289,18.73233462,-11.09865339,114.5920135,4977688.275,35
2020/8/13,Alabama,1125074,11505689,1123104,11668019,697005,105557,798501,1370.784938,374.5367413,151.9750892,36.77771166,18.6433565,-11.1202939,117.0217928,4977688.275,8
2020/8/14,Alabama,1175170,12261531,1176026,12495283,718675,106309,820871,1336.457615,361.3218424,149.8264773,36.70776825,18.59533327,-11.12578919,118.7599127,4977688.275,3
2020/8/15,Alabama,1093979,11482773,1101814,11848023,729437,107580,832794,1305.843443,348.6838073,149.7006203,36.70858593,18.58419117,-11.11732989,119.4825323,4977688.275,3
2020/8/16,Alabama,1003773,10310320,1006607,10541989,737991,108433,842070,1278.916593,341.1852122,148.1258674,36.77024418,18.60509086,-11.09904853,118.9363197,4977688.275,2
2020/8/17,Alabama,1078871,11083012,1076446,11232611,743919,109004,848514,1244.178887,331.3806923,145.9542296,36.88097592,18.65229029,-11.0732589,117.0408248,4977688.275,27
2020/8/18,Alabama,1112052,11358844,1108537,11482201,757898,110361,863713,1222.126932,325.5150591,142.3905626,37.02711595,18.71913267,-11.04004954,113.9356772,4977688.275,11
2020/8/19,Alabama,1084385,11675909,1081649,11814113,773868,111478,880652,1194.00968,318.1363993,140.3885483,37.19309421,18.79801601,-10.99922388,109.9434756,4977688.275,8
2020/8/20,Alabama,1103746,11885246,1099739,12017738,784330,112449,891813,1166.755017,311.1216963,138.7380337,37.36167502,18.88048674,-10.9508365,105.4726675,4977688.275,30
2020/8/21,Alabama,1168300,12732679,1167893,12953566,784330,112770,891813,1146.878384,304.2953005,134.7967623,37.51456932,18.95751701,-10.89521853,100.9127111,4977688.275,16
2020/8/22,Alabama,1068732,11965614,1069544,12231552,801750,114532,911316,1122.596839,298.4999269,132.7446034,37.633218,19.01986247,-10.83280572,96.56185641,4977688.275,21
2020/8/23,Alabama,934733,10486397,935528,10704569,806609,115060,916703,1106.419978,294.2744524,132.5639681,37.69961013,19.05844799,-10.76224631,92.59668284,4977688.275,2
2020/8/24,Alabama,1002933,11366157,998931,11493553,806609,116710,916364,1099.480599,292.8529202,133.0742403,37.69679573,19.06463188,-10.67752722,89.07400011,4977688.275,11
2020/8/25,Alabama,1004990,11469975,1000780,11590698,810035,117242,920989,1076.465157,288.3917524,130.628069,37.60945962,19.03050662,-10.56932349,85.95219238,4977688.275,13
2020/8/26,Alabama,1015657,11539809,1012093,11673943,824431,119254,936557,1065.175458,285.1661036,129.3976342,37.42419335,18.94906301,-10.42914297,83.12316105,4977688.275,8
2020/8/27,Alabama,1051811,12119111,1048398,12260954,835786,121023,948580,1047.746142,282.420532,129.1102992,37.1311775,18.81498431,-10.25278903,80.44760107,4977688.275,31
2020/8/28,Alabama,1057655,12123658,1053534,12282727,842678,122185,956401,1028.42002,277.2774184,129.2172565,36.72558957,18.62531779,-10.04202628,77.78770745,4977688.275,31
2020/8/29,Alabama,1024556,11951338,1023699,12194335,851929,123889,967213,1014.046907,272.3103363,128.2441029,36.20689167,18.37916243,-9.805627548,75.03306078,4977688.275,45
2020/8/30,Alabama,884772,10194897,882984,10380623,855827,125235,972283,997.8780635,266.5666499,126.573727,35.57849678,18.07759859,-9.558618246,72.11919194,4977688.275,10
2020/8/31,Alabama,1049709,11092247,1043889,11195414,859229,126058,976381,971.8774395,258.7223278,125.1161146,34.8482404,17.72397233,-9.319392441,69.04020866,4977688.275,20
2020/9/1,Alabama,1071127,11603686,1061407,11627377,831304,127616,949438,954.3017737,251.9239423,122.6041074,34.02821011,17.32378276,-9.108348479,65.85655853,4977688.275,18
2020/9/2,Alabama,1067707,11920479,1058980,11959562,835994,128239,954214,929.3409211,245.0279488,119.2406946,33.13483684,16.88470742,-8.946366082,62.6951738,4977688.275,17
2020/9/3,Alabama,1135373,12113536,1128112,12196167,836689,129285,955290,910.7743605,239.4212677,116.2973873,32.18691926,16.41572226,-8.851499831,59.73658892,4977688.275,16
2020/9/4,Alabama,1225568,12978569,1218950,13124892,840020,130393,959309,890.4966622,233.8440574,112.7022908,31.20471459,15.9266777,-8.835647178,57.18498494,4977688.275,33
2020/9/5,Alabama,1105999,11776281,1094206,11914142,846170,131803,966497,860.1968233,225.8965778,108.1299599,30.20938215,15.42804874,-8.901781442,55.22567586,4977688.275,9
2020/9/6,Alabama,992641,10886689,978427,10945957,851994,132314,972809,846.2211434,222.6165838,105.897483,29.22202776,14.93040162,-9.043594844,53.98252951,4977688.275,1
2020/9/7,Alabama,959063,10420387,952501,10540976,855022,132973,976496,840.4865508,221.1839844,104.4875382,28.26212526,14.44362784,-9.246695926,53.48975885,4977688.275,0
