datetime,location_name,visitor_outflow,pop_outflow,visitor_inflow,pop_inflow,negative,positive,totalTestResults,allbed_mean,ICUbed_mean,InvVen_mean,admis_mean,newICU_mean,mobility_composite,total_tests,total_pop,daily_death
2020/9/2,Iowa,499605,6720862,505957,6885159,565009,64645,629654,313.252303,88.86919246,40.34761607,20.02737968,10.18621628,-6.728519449,48.59608768,3130718.359,3
2020/9/3,Iowa,527588,6839797,533377,6993066,569235,65523,634758,314.8846488,90.76930197,38.77626492,19.54009986,9.943718593,-7.319704275,48.04241003,3130718.359,9
2020/9/4,Iowa,569448,7320919,574934,7486986,575721,66614,642335,316.8494068,91.28332787,38.31769278,19.06883122,9.70591859,-7.947066756,47.50200233,3130718.359,6
2020/9/5,Iowa,531785,6843881,534921,6997273,580869,67642,648511,318.3842105,90.60154631,37.9991773,18.62392317,9.478191229,-8.560246816,47.05228813,3130718.359,20
2020/9/6,Iowa,477669,6102654,479101,6221947,584646,68291,652937,315.1285381,90.07856875,36.96371121,18.21497087,9.265556246,-9.099653004,46.74527933,3130718.359,4
2020/9/7,Iowa,465584,5938755,467789,6046663,587162,68684,655846,309.5163579,89.39585626,36.24969132,17.85055558,9.072561679,-9.504749673,46.60291757,3130718.359,3
2020/9/8,Iowa,494297,6267945,499094,6401589,589838,69139,658977,305.6336658,88.7606258,35.79220015,17.53788051,8.903120482,-9.724981446,46.61964752,3130718.359,12
2020/9/9,Iowa,508400,6250922,513474,6390805,592072,69503,661575,299.8585965,86.26160975,34.53491665,17.2825807,8.760435994,-9.73169994,46.77149291,3130718.359,14
2020/9/10,Iowa,516057,6399270,521649,6546393,597464,70405,667869,293.9138584,82.8306377,33.58813479,17.08883094,8.647021192,-9.521965581,47.02845083,3130718.359,13
2020/9/11,Iowa,549115,6747067,556378,6928376,602464,71133,673597,287.9234842,80.22258836,32.41062575,16.95961876,8.564775202,-9.116986444,47.36529193,3130718.359,4
2020/9/12,Iowa,529811,6614683,537467,6811541,607184,71706,678890,283.541947,79.59253814,31.7197069,16.89705686,8.515092399,-8.558620872,47.76641708,3130718.359,6
2020/9/13,Iowa,472327,6022394,477759,6174014,610955,72490,683445,278.9549983,79.53316107,31.95701834,16.90256769,8.498947729,-7.901962667,48.22368521,3130718.359,1
2020/9/14,Iowa,505116,6507427,509059,6628723,613760,72876,686636,278.7377888,80.53350892,32.30514677,16.97707188,8.516999288,-7.204020362,48.72947739,3130718.359,6
2020/9/15,Iowa,490448,6524360,493758,6640332,616335,73277,689612,277.4322686,79.28842973,32.91171682,17.1212087,8.569707674,-6.516000404,49.26864212,3130718.359,10
2020/9/16,Iowa,511512,6597570,517189,6747760,621031,74080,695111,276.8281617,78.95142606,34.19592272,17.33490716,8.657178992,-5.880636871,49.81235404,3130718.359,3
2020/9/17,Iowa,522140,6730547,527602,6881553,626410,75028,701438,276.5521256,78.78013826,35.12046884,17.61742521,8.779198695,-5.32934909,50.31600016,3130718.359,14
2020/9/18,Iowa,552996,7171316,558445,7337569,631820,76211,708031,276.6000991,78.46451502,35.92655114,17.9674015,8.935273546,-4.881083702,50.72295609,3130718.359,9
2020/9/19,Iowa,519251,6929243,524655,7113023,636717,77058,713775,277.8913546,78.18252215,36.68428803,18.38294905,9.124629047,-4.544410716,50.97511695,3130718.359,4
2020/9/20,Iowa,445411,6015944,450019,6170210,640600,77679,718279,282.6237252,77.38706498,36.83911635,18.86094367,9.345923626,-4.316379462,51.02820449,3130718.359,1
2020/9/21,Iowa,440220,6566653,444546,6713355,643256,78339,721595,289.2394186,76.92230078,36.29068647,19.39697791,9.597234813,-4.179647013,50.86586935,3130718.359,9
2020/9/22,Iowa,468565,6590898,473652,6746815,646195,78887,725082,296.5965775,77.71787702,35.65110062,19.98501575,9.875927638,-4.105873615,50.50556685,3130718.359,12
2020/9/23,Iowa,491078,6827778,497273,6999304,651930,79923,731853,307.4251446,80.56021979,35.20430626,20.61739113,10.17858649,-4.066194114,49.9928901,3130718.359,8
2020/9/24,Iowa,501672,6892371,507032,7053558,657509,81071,738580,319.95986,83.13087434,36.37130052,21.28527047,10.50119894,-4.040189616,49.38760536,3130718.359,8
2020/9/25,Iowa,541391,7571096,548274,7763217,662936,82045,744981,326.4724042,85.17459423,35.07360758,21.97848111,10.8390532,-4.018424539,48.74829001,3130718.359,5
2020/9/26,Iowa,516604,7205485,524082,7426088,667954,82944,750898,339.8536547,88.78540093,34.53440296,22.68583446,11.18686939,-4.002139242,48.12143787,3130718.359,4
2020/9/27,Iowa,447940,6015996,454456,6203169,670987,83636,754623,353.0390937,92.15309072,35.87138572,23.3950691,11.53882037,-3.998009947,47.53698715,3130718.359,3
2020/9/28,Iowa,481223,6542793,485758,6686440,671314,84002,755316,364.1006885,94.05399557,35.37839373,24.09310916,11.88862051,-4.010758571,47.00951489,3130718.359,6
2020/9/29,Iowa,495890,6683648,499926,6816198,673912,84476,758388,373.895467,96.76027207,35.31554391,24.76615461,12.22959313,-4.040668723,46.54341272,3130718.359,8
2020/9/30,Iowa,498643,6714315,502865,6856351,679271,85596,764867,382.6037128,98.08702012,35.80801979,25.40035306,12.55493846,-4.087111089,46.14020159,3130718.359,16
2020/10/1,Iowa,501113,6937803,503990,7063738,684309,86634,770943,388.9569544,99.98676395,36.12245125,25.98301276,12.85825164,-4.150331927,45.80535184,3130718.359,16
2020/10/2,Iowa,558405,7252086,559559,7352611,688433,87559,775992,393.2526636,100.0972411,36.5057516,26.50365903,13.13396118,-4.230674051,45.55146221,3130718.359,12
2020/10/3,Iowa,535445,6826726,537557,6956753,692839,88470,781309,398.8219388,101.1564443,37.46463679,26.95561317,13.37803509,-4.326626354,45.39578083,3130718.359,5
2020/10/4,Iowa,473613,6154038,475048,6253442,696471,89096,785567,406.4855023,101.7642925,39.13945519,27.33751467,13.58871537,-4.432089067,45.35291731,3130718.359,5
2020/10/5,Iowa,506316,6450289,508236,6543885,698554,89460,788014,412.3701257,102.866045,40.09008247,27.65398114,13.76688676,-4.535240243,45.42637079,3130718.359,7
2020/10/6,Iowa,517915,6544650,521349,6659087,700909,89934,790843,421.9524609,104.2013993,40.39726368,27.91446784,13.91576254,-4.621689371,45.60299013,3130718.359,11
2020/10/7,Iowa,525179,6663708,528247,6776448,705173,90884,796057,427.0761907,105.148325,40.42005254,28.13198336,14.04050646,-4.683223521,45.85269895,3130718.359,15
2020/10/8,Iowa,541030,6867051,543346,6972616,710892,92145,803037,435.7731817,106.1841915,40.98992807,28.32167087,14.14771809,-4.723459036,46.13315313,3130718.359,6
2020/10/9,Iowa,572618,7262492,573977,7369563,715614,93187,808801,442.9649948,107.6165316,41.50998929,28.49965711,14.24485629,-4.758013338,46.39752808,3130718.359,16
2020/10/10,Iowa,554212,7111858,553658,7208702,719807,94271,814078,453.2050303,108.1459226,41.71179345,28.68254633,14.33991141,-4.811004683,46.60332367,3130718.359,18
2020/10/11,Iowa,496213,6220790,496376,6308295,724114,95346,819460,461.0396616,108.0745904,42.29971307,28.88715449,14.44116252,-4.907430571,46.72035994,3130718.359,5
2020/10/12,Iowa,513769,6449675,516675,6559582,726331,95809,822140,462.2813525,107.7209159,42.91652536,29.13043491,14.55703792,-5.06521838,46.7359363,3130718.359,12
2020/10/13,Iowa,513067,6487710,515228,6585553,728531,96338,824869,467.7726036,108.8021661,43.32725805,29.42929621,14.69599302,-5.293408069,46.65542361,3130718.359,13
2020/10/14,Iowa,514161,6605546,518268,6735792,731869,97384,829253,467.1067685,107.1755796,44.17125135,29.80021263,14.86632661,-5.597016772,46.49788024,3130718.359,12
2020/10/15,Iowa,522957,6695460,526952,6828771,736889,98717,835606,466.8471231,107.3138981,45.07433827,30.25810361,15.07571788,-5.978918808,46.28859801,3130718.359,9
2020/10/16,Iowa,558283,7246170,561987,7390422,722829,99946,822775,470.9662598,107.7858531,45.97021871,30.81592525,15.33104297,-6.438005789,46.05176612,3130718.359,17
2020/10/17,Iowa,539780,7011023,541580,7145781,726781,101103,827884,475.9753965,108.7661527,46.08967393,31.4820679,15.63727911,-6.9685725,45.80594423,3130718.359,4
2020/10/18,Iowa,461004,5947542,461010,6027372,730576,101960,832536,484.0192511,112.4190174,46.4884798,32.25765737,15.99630021,-7.556903009,45.56321112,3130718.359,1
2020/10/19,Iowa,489046,6260725,489284,6331869,733056,102517,835573,490.4268681,116.1883161,47.00486804,33.13675839,16.4069209,-8.178225414,45.33143932,3130718.359,10
2020/10/20,Iowa,492568,6282256,493354,6364782,734707,103011,837718,499.9111263,120.3100869,47.14823247,34.10846581,16.8655004,-8.799388967,45.11856417,3130718.359,17
2020/10/21,Iowa,510589,6519750,512521,6621717,738352,104190,842542,509.6702761,122.2087097,46.37247619,35.15876291,17.36644252,-9.387100994,44.9374481,3130718.359,29
2020/10/22,Iowa,517095,6425479,518374,6525278,742645,105625,848270,520.1251909,124.9207485,46.21423584,36.27080408,17.90232996,-9.912534171,44.80934301,3130718.359,17
2020/10/23,Iowa,560186,7104558,560146,7195713,746075,106874,852949,530.4579193,126.75196,46.21051965,37.4248547,18.46409832,-10.35294034,44.76354996,3130718.359,19
2020/10/24,Iowa,516932,6748907,516000,6834493,750905,108514,859419,542.0212023,128.3402177,46.90239446,38.59799496,19.04109192,-10.69344281,44.83193655,3130718.359,11
2020/10/25,Iowa,441752,5722998,441430,5795930,753704,109657,863361,555.4364486,131.8526484,48.21749871,39.76394415,19.62101919,-10.92588122,45.0394723,3130718.359,3
2020/10/26,Iowa,481582,6287653,482388,6366559,755919,110404,866323,564.1874438,131.6725661,49.02335306,40.89279761,20.18983987,-11.04737209,45.3945267,3130718.359,14
2020/10/27,Iowa,486492,6458739,488287,6553781,757759,111261,869020,573.6731808,133.5505555,49.14185581,41.96592774,20.7377998,-11.06185837,45.88311228,3130718.359,13
2020/10/28,Iowa,495274,6714466,496607,6801332,760320,113042,873362,585.4428342,135.6758426,49.79649994,42.98436431,21.2628239,-10.98200248,46.46955186,3130718.359,21
2020/10/29,Iowa,505081,6567201,508752,6692483,763882,114982,878864,604.6244026,142.0861816,51.49524583,43.95878313,21.76641794,-10.82795798,47.10327103,3130718.359,11
2020/10/30,Iowa,546246,7160364,549698,7297421,767067,117185,884252,626.4860888,146.0105706,53.26627884,44.90356416,22.25266497,-10.62428704,47.72972927,3130718.359,13
2020/10/31,Iowa,511454,6821211,515841,6981896,770677,119755,890432,650.0927983,152.0315973,55.18357405,45.84004263,22.73034348,-10.39666256,48.30275582,3130718.359,10
2020/11/1,Iowa,445880,5756556,449259,5877046,775208,121967,897175,675.2172946,158.4497345,56.85531638,46.78856284,23.20874418,-10.16765095,48.79526166,3130718.359,1
2020/11/2,Iowa,494331,6338802,496810,6437967,777622,123372,900994,706.2323101,165.7148753,58.00020635,47.76122616,23.69415544,-9.954385985,49.20455944,3130718.359,24
2020/4/2,Kansas,379775,4770789,383449,4841424,6059,552,6611,193.1758795,70.31242909,49.20427587,13.20391187,5.203625963,-37.79025237,5.538970675,2969705.997,3
2020/4/3,Kansas,371355,4780086,374695,4842392,6454,620,7074,218.9381559,79.39173754,55.47450575,14.18755262,5.643901996,-38.02045082,5.705458259,2969705.997,4
2020/4/4,Kansas,348475,4604721,350495,4652231,6880,698,7578,245.3283921,88.66933123,61.85865727,15.03939025,6.038550134,-38.16722076,5.851849939,2969705.997,4
2020/4/5,Kansas,319865,4307425,320579,4334740,7476,747,8223,271.8433191,97.37470137,67.81903112,15.74068058,6.377831563,-38.24036627,5.976640818,2969705.997,1
2020/4/6,Kansas,349439,4829273,352460,4884820,8239,845,9084,297.9626044,105.5530954,73.38948919,16.28106784,6.655084015,-38.24959692,6.079656436,2969705.997,3
2020/4/7,Kansas,363850,4988899,367161,5049929,8614,900,9514,323.1702383,113.1201016,78.60754828,16.65832548,6.866793008,-38.20369234,6.163674599,2969705.997,2
2020/4/8,Kansas,371777,4985577,374878,5045291,9137,1046,10183,346.9764579,118.0214849,81.92955501,16.87812096,7.012671863,-38.10949776,6.234909913,2969705.997,11
2020/4/9,Kansas,366448,4945735,369797,5008750,9669,1106,10775,368.9399664,122.8860534,85.3755729,16.9534091,7.095636728,-37.97057026,6.302275474,2969705.997,4
2020/4/10,Kansas,381111,5202139,384791,5276353,10248,1166,11414,388.6876726,127.8944151,88.79425613,16.90245975,7.121160807,-37.78661734,6.375834768,2969705.997,8
2020/4/11,Kansas,375688,4961985,376502,5000030,11075,1268,12343,405.9311454,131.5034684,91.26745089,16.74686833,7.096625867,-37.55445121,6.464994125,2969705.997,5
2020/4/12,Kansas,285047,3914264,285963,3944638,11916,1337,13253,420.4763311,132.6781523,91.79759633,16.50918033,7.030512077,-37.26914347,6.576956145,2969705.997,1
2020/4/13,Kansas,334919,4743810,337944,4806994,12488,1376,13864,432.2249134,133.2699675,91.54912961,16.21075312,6.931512003,-36.92588496,6.716042577,2969705.997,6
2020/4/14,Kansas,327696,4931893,333276,5049033,12721,1426,14147,441.1680614,134.0498377,91.72494123,15.87086221,6.808032217,-36.52263546,6.884453528,2969705.997,7
2020/4/15,Kansas,344666,5246112,348806,5335203,13174,1494,14668,447.3773134,133.5974382,90.85591734,15.50627112,6.667797538,-36.06045108,7.084541792,2969705.997,7
2020/4/16,Kansas,339436,4960417,344060,5068069,14534,1588,16122,450.9950805,133.1788239,89.84762831,15.13164776,6.517746313,-35.54282853,7.321675495,2969705.997,4
2020/4/17,Kansas,350946,5238204,353766,5311188,15196,1705,16901,452.2239697,132.3064828,88.68926053,14.75941942,6.363886791,-34.97483787,7.605915342,2969705.997,4
2020/4/18,Kansas,343982,5280516,344745,5317759,15886,1790,17676,451.3161497,130.4255724,86.9779877,14.39987036,6.211280379,-34.3626386,7.950952227,2969705.997,2
2020/4/19,Kansas,315699,4765386,315234,4780746,16281,1849,18130,448.5618612,127.9280678,84.65862933,14.06123234,6.064115757,-33.71234558,8.370177266,2969705.997,6
2020/4/20,Kansas,351785,5002531,354247,5064945,16775,1986,18761,444.2746507,125.3400806,83.13629105,13.74938558,5.925599335,-33.02893768,8.871516771,2969705.997,8
2020/4/21,Kansas,377865,5229605,381298,5304705,17076,2025,19101,438.7746462,122.9376995,81.80551692,13.46697987,5.797690908,-32.31659013,9.453484927,2969705.997,7
2020/4/22,Kansas,361492,4967122,364977,5042479,17992,2211,20203,432.3716266,120.7121222,79.77582665,13.21361751,5.681170887,-31.5802118,10.10445908,2969705.997,3
2020/4/23,Kansas,382881,5329055,386971,5417176,18836,2482,21318,425.3494205,118.6496669,77.47722447,12.98624354,5.575729529,-30.8259915,10.80558358,2969705.997,2
2020/4/24,Kansas,368543,5183558,370478,5239326,20811,2777,23588,417.9538072,115.9018339,75.08496184,12.77967479,5.480035919,-30.06234878,11.53591083,2969705.997,-1
2020/4/25,Kansas,370527,5424892,370003,5439170,22143,3056,25199,410.3848661,113.7579966,73.18131987,12.58751937,5.392045861,-29.30046224,12.2773056,2969705.997,6
2020/4/26,Kansas,333912,4959151,333440,4973618,23053,3174,26227,402.7938179,111.4312704,71.76332943,12.40278073,5.309233807,-28.55380827,13.01721122,2969705.997,1
2020/4/27,Kansas,363262,5255866,366824,5330880,23839,3328,27167,395.2847458,108.6483464,69.74224843,12.21838895,5.22881731,-27.83684578,13.74886712,2969705.997,2
2020/4/28,Kansas,364440,5218413,368450,5297914,24599,3491,28090,387.9182516,105.56078,67.89918052,12.02753616,5.147963074,-27.16426918,14.46985157,2969705.997,4
2020/4/29,Kansas,358962,5278581,362462,5353342,25720,3738,29458,380.7160447,103.0597976,66.52461819,11.82387942,5.063916839,-26.55095974,15.18004481,2969705.997,1
2020/4/30,Kansas,374788,5601082,377752,5668793,27388,4238,31626,373.6656665,100.8657534,65.66522882,11.6017872,4.974138936,-26.01114612,15.87980872,2969705.997,4
2020/5/1,Kansas,425648,5901344,426760,5933220,28585,4449,33034,366.7257913,98.32387586,64.27558213,11.35656885,4.87641297,-25.55688411,16.56882476,2969705.997,1
2020/5/2,Kansas,401969,5667619,400421,5665877,30196,4746,34942,359.8326782,95.81806364,63.24908384,11.08494696,4.769015953,-25.19659326,17.24577927,2969705.997,1
2020/5/3,Kansas,346544,5109871,344250,5090578,31748,5030,36778,352.9077581,92.91782626,61.54396486,10.78552201,4.650890838,-24.93327522,17.90861559,2969705.997,3
2020/5/4,Kansas,380426,5132692,385160,5223101,33358,5245,38603,345.8660194,90.57193427,60.35383061,10.45894492,4.521725725,-24.7623451,18.55449539,2969705.997,2
2020/5/5,Kansas,398413,5631174,402527,5701037,34634,5458,40092,338.6265008,88.19192977,58.74572343,10.10831917,4.382131648,-24.67103054,19.17840584,2969705.997,1
2020/5/6,Kansas,403545,5611488,407331,5679680,36380,5734,42114,331.1215418,85.95567762,57.24434182,9.738902908,4.233600426,-24.64072629,19.77014412,2969705.997,7
2020/5/7,Kansas,396935,5417989,400901,5500523,38678,6144,44822,323.3032928,83.56131693,55.90155853,9.357228216,4.078247969,-24.64755524,20.31107923,2969705.997,3
2020/5/8,Kansas,422139,5999433,422880,6027979,41207,6501,47708,315.1473053,81.82382144,55.00852887,8.970327608,3.91861641,-24.66341047,20.7736319,2969705.997,5
2020/5/9,Kansas,419797,5930676,418471,5936469,43182,6751,49933,306.6528993,79.4419395,53.29259999,8.585053776,3.757428451,-24.65850115,21.12609255,2969705.997,5
2020/5/10,Kansas,379709,5378196,380292,5414156,45557,6948,52505,297.8416445,76.94577137,51.41838164,8.207649959,3.597356089,-24.60344374,21.34260862,2969705.997,0
2020/5/11,Kansas,376724,5207399,380730,5288293,46993,7116,54109,288.7548294,74.78189954,49.397635,7.843656916,3.440906474,-24.47107052,21.4141853,2969705.997,1
2020/5/12,Kansas,386595,5359031,391158,5444738,46993,7116,54109,279.450276,72.65829898,47.93128229,7.497755494,3.290297861,-24.23991791,21.35489131,2969705.997,0
2020/5/13,Kansas,392976,5392799,397596,5487476,50160,7468,57628,269.9993054,71.03590586,46.69806396,7.173715774,3.147396464,-23.89968461,21.19986178,2969705.997,6
2020/5/14,Kansas,416993,5565256,420801,5654987,50160,7468,57628,260.4838232,68.88051981,45.17914175,6.874405178,3.013708774,-23.45374181,20.9965874,2969705.997,0
2020/5/15,Kansas,436441,5929026,437227,5971640,53706,7886,61592,250.9934,66.37467366,43.26154119,6.60180789,2.890370324,-22.91888162,20.79394515,2969705.997,8
2020/5/16,Kansas,417697,5873749,414808,5855712,53706,7886,61592,241.6220913,63.61221604,41.20258145,6.357118328,2.778169358,-22.3229971,20.6331553,2969705.997,0
2020/5/17,Kansas,390780,5409176,389233,5403342,53706,7886,61592,232.4642512,61.54455018,39.22062409,6.140612311,2.677507399,-21.700664,20.54280863,2969705.997,0
2020/5/18,Kansas,421214,5866899,424439,5922638,58650,8340,66990,223.6103892,59.49674597,37.97372786,5.951752532,2.588434396,-21.0873713,20.53894057,2969705.997,1
2020/5/19,Kansas,425316,5951026,430053,6031837,58650,8340,66990,215.143235,57.31955739,36.57423307,5.789515103,2.510761195,-20.51316183,20.63048058,2969705.997,0
2020/5/20,Kansas,442757,6010264,447204,6095807,62664,8539,71203,207.1346929,55.37193707,35.15219486,5.65262443,2.44411889,-19.99767405,20.82896183,2969705.997,5
2020/5/21,Kansas,460967,5950896,464781,6045379,62664,8539,71203,199.6440529,53.91419277,33.95762958,5.539608727,2.387987789,-19.54519638,21.15855146,2969705.997,0
2020/5/22,Kansas,489153,6194704,486034,6201866,67476,8958,76434,192.7173244,52.37588198,32.32742578,5.448910985,2.341768041,-19.14187234,21.66042641,2969705.997,7
2020/5/23,Kansas,458345,6171229,448872,6071993,67476,8958,76434,186.3877936,50.42571,31.14681705,5.379025259,2.304848108,-18.75903584,22.38700988,2969705.997,0
2020/5/24,Kansas,422210,5439144,413453,5368668,67476,8958,76434,180.6770551,49.323313,29.88128376,5.328502494,2.276612691,-18.36046857,23.38607256,2969705.997,0
2020/5/25,Kansas,403924,5182422,398799,5155762,72181,9218,81399,175.5959206,48.26611007,28.81677466,5.295990279,2.256467367,-17.90868115,24.6790284,2969705.997,3
2020/5/26,Kansas,436050,5751764,439077,5823126,72181,9218,81399,171.1453088,47.24224964,28.21310112,5.28017558,2.243835655,-17.3730986,26.23888263,2969705.997,0
2020/5/27,Kansas,436045,6009992,438837,6070284,75151,9337,84488,167.317301,46.32386709,27.75280783,5.279745488,2.238147363,-16.73956967,27.97328602,2969705.997,17
2020/5/28,Kansas,437677,5990069,438823,6024603,75151,9337,84488,164.0961649,45.29368384,27.20269348,5.293328806,2.238824681,-16.00999877,29.71892739,2969705.997,0
2020/5/29,Kansas,492722,6733853,493776,6771393,85230,9719,94949,161.4593767,44.49052864,26.55486409,5.319473748,2.245268907,-15.2013482,31.25613041,2969705.997,3
2020/5/30,Kansas,466672,6324566,467754,6383850,85230,9719,94949,159.3784699,44.00431371,25.90998701,5.356583548,2.256835974,-14.34343747,32.35073499,2969705.997,0
2020/5/31,Kansas,421503,5690415,423232,5752490,85230,9719,94949,157.8199055,43.57910716,25.57358696,5.402853094,2.272810205,-13.47240236,32.81898361,2969705.997,0
2020/6/1,Kansas,459069,6114561,466073,6238514,85230,10011,95241,156.7460936,43.27596714,25.07847355,5.456358925,2.292430024,-12.62249643,32.5908825,2969705.997,9
2020/6/2,Kansas,453225,6238444,456756,6308421,93301,10011,103312,156.1162874,43.14158333,24.69474741,5.515175449,2.314917248,-11.82207065,31.73824349,2969705.997,0
2020/6/3,Kansas,462724,6273026,465556,6331876,97883,10170,108053,155.8871029,43.01185654,24.47446185,5.577334875,2.339457588,-11.09442472,30.4499635,2969705.997,5
2020/6/4,Kansas,469357,6318847,473009,6395720,97883,10170,108053,156.0130533,43.21178507,24.23951568,5.64086023,2.365220871,-10.45747393,28.97017691,2969705.997,0
2020/6/5,Kansas,492702,6679904,491490,6689218,103260,10393,113653,156.4469047,43.25290377,24.12039885,5.703743917,2.391367104,-9.922287268,27.53242771,2969705.997,10
2020/6/6,Kansas,465868,6414296,463514,6410903,103260,10393,113653,157.139837,43.27467474,23.8828768,5.763909911,2.417030241,-9.49327831,26.31504002,2969705.997,0
2020/6/7,Kansas,421151,5863035,420335,5876543,103260,10393,113653,158.0415627,43.39938756,23.65682679,5.819238991,2.441329706,-9.166918032,25.42291508,2969705.997,0
2020/6/8,Kansas,464269,6208302,467612,6278571,108859,10650,119509,159.1004512,43.6910786,23.57604732,5.867666125,2.463398517,-8.930587443,24.88922617,2969705.997,4
2020/6/9,Kansas,466003,6176686,470402,6261275,108859,10650,119509,160.2641542,43.85245862,23.64135193,5.907373201,2.482439449,-8.764856827,24.68842317,2969705.997,0
2020/6/10,Kansas,473017,6311976,479278,6429614,112930,10812,123742,161.4804649,44.3761041,23.86116979,5.936882153,2.497756954,-8.650496059,24.75536666,2969705.997,4
2020/6/11,Kansas,477847,6428644,484849,6556900,112930,10812,123742,162.6986816,44.9131096,24.26214076,5.95523991,2.50882575,-8.572512052,25.00701039,2969705.997,0
2020/6/12,Kansas,491997,6820456,492880,6856611,118105,11047,129152,163.8716269,45.38857988,24.36740803,5.962287458,2.515396216,-8.519446658,25.36283981,2969705.997,3
2020/6/13,Kansas,488997,6596036,485990,6577201,118105,11047,129152,164.9576586,45.79008797,24.10123283,5.958626705,2.517494255,-8.482621278,25.75930196,2969705.997,0
2020/6/14,Kansas,429861,5982968,430145,6014102,118105,11047,129152,165.9221666,46.30777139,24.50536037,5.945401776,2.515373182,-8.453734071,26.15560856,2969705.997,0
2020/6/15,Kansas,447967,6376072,451675,6455141,125543,11419,136962,166.7384477,46.47865186,24.89917699,5.924140663,2.509493737,-8.421859586,26.53194846,2969705.997,2
2020/6/16,Kansas,444326,6499452,444256,6517418,125543,11419,136962,167.3880169,46.54764585,25.15171104,5.896608612,2.500474557,-8.373537821,26.88393926,2969705.997,0
2020/6/17,Kansas,474345,6633010,474728,6666208,130443,11681,142124,167.8604849,46.48924998,25.30844767,5.864652482,2.489019426,-8.29818148,27.21670297,2969705.997,2
2020/6/18,Kansas,473101,6626720,473583,6678864,130443,11681,142124,168.1529185,46.01510301,25.44331773,5.830082453,2.475862844,-8.191810156,27.54017655,2969705.997,0
2020/6/19,Kansas,475909,6628402,472157,6623377,135590,12059,147649,168.2692184,46.06715027,25.53908605,5.79464934,2.461746812,-8.058226476,27.865695,2969705.997,7
2020/6/20,Kansas,476968,6703105,471515,6667813,135590,12059,147649,168.2197279,45.98964267,25.65748493,5.760045584,2.447404031,-7.908727482,28.20352049,2969705.997,0
2020/6/21,Kansas,420882,5934339,415741,5907178,135590,12059,147649,168.0208575,45.9350223,25.5698667,5.727886618,2.433539071,-7.758764845,28.56115635,2969705.997,0
2020/6/22,Kansas,468051,6313057,469103,6367417,142548,12465,155013,167.6947515,46.28508713,25.82313933,5.699751855,2.420838701,-7.623053972,28.94267248,2969705.997,5
2020/6/23,Kansas,462128,6466324,463660,6521886,142548,12465,155013,167.2688613,46.0695737,26.00233647,5.677203307,2.409977829,-7.515558856,29.34935267,2969705.997,0
2020/6/24,Kansas,472037,6528574,472609,6578533,148735,12970,161705,166.7753908,45.88229378,25.74759831,5.661751539,2.401606796,-7.453581536,29.78162167,2969705.997,2
2020/6/25,Kansas,476381,6616980,477011,6667222,148735,12970,161705,166.2500785,45.75739524,25.57213391,5.654672111,2.396298433,-7.456532443,30.24142449,2969705.997,0
2020/6/26,Kansas,500874,6915468,502179,6979637,154321,13538,167859,165.7304681,45.23142169,24.8201999,5.656939758,2.394529508,-7.542567081,30.7336511,2969705.997,3
2020/6/27,Kansas,464861,6436240,463040,6456040,154321,13538,167859,165.2545002,44.56820106,23.9106048,5.669342869,2.396712814,-7.725635009,31.26548763,2969705.997,0
2020/6/28,Kansas,421557,6013547,418276,6006510,154321,13538,167859,164.8597153,44.02953007,23.58214977,5.692639276,2.403225746,-8.00934326,31.84382794,2969705.997,0
2020/6/29,Kansas,442795,6408839,442812,6438477,162282,14443,176725,164.5827761,43.58495803,23.24984593,5.72762789,2.414425488,-8.380597451,32.47231236,2969705.997,6
2020/6/30,Kansas,457792,6532953,458976,6573923,162282,14443,176725,164.4592815,43.44772526,22.90242739,5.775186756,2.430673507,-8.807644824,33.15001725,2969705.997,0
2020/7/1,Kansas,458184,6611365,454830,6587456,168183,14990,183173,164.5239126,43.7302643,22.60808447,5.836287071,2.452357066,-9.247452574,33.87284615,2969705.997,2
2020/7/2,Kansas,468604,6754560,460397,6683457,168183,14990,183173,164.8107544,43.91346375,22.48379959,5.912008517,2.479901895,-9.654041473,34.63680265,2969705.997,0
2020/7/3,Kansas,480459,6583013,469934,6509334,175642,15919,191561,165.3536062,44.25652819,22.51793244,6.003553237,2.513780751,-9.984515712,35.44091969,2969705.997,5
2020/7/4,Kansas,420624,5920454,408574,5799973,175642,15919,191561,166.186186,44.55582769,22.86431521,6.112226444,2.554508887,-10.20596106,36.28767425,2969705.997,0
2020/7/5,Kansas,403105,5650295,393071,5553523,175642,15919,191561,167.3419809,44.76916722,22.99932175,6.23928052,2.602596947,-10.30454496,37.18015823,2969705.997,0
2020/7/6,Kansas,444902,6188927,444753,6232444,185318,16901,202219,168.8536078,45.11928331,23.08492042,6.385727033,2.65849367,-10.28876934,38.11694895,2969705.997,3
2020/7/7,Kansas,450264,6329251,451320,6373581,185318,16901,202219,170.7521819,45.42893695,23.21880304,6.552337764,2.722584077,-10.18354621,39.08640338,2969705.997,0
2020/7/8,Kansas,459155,6348803,458551,6376980,190864,17618,208482,173.0664831,45.77464492,23.1973347,6.73953158,2.795136928,-10.02674729,40.062142,2969705.997,2
2020/7/9,Kansas,469691,6267591,468240,6300228,190864,17618,208482,175.8222555,46.39526152,23.43125071,6.947326505,2.876269061,-9.86193378,41.00149477,2969705.997,0
